name,data,table,sizey,sizex,type,type2,category
Total Injection Ratio Port Hot (Override),62238,,4,,Switch,Switch,Fueling - Injector Ratio
PI Ratio ECT Compensation (Additive),112a08,df714,2,,2D,2D,Fueling - Injector Ratio
PI Ratio ECT Compensation (Load),1160d0,e0c54,6,16,3D,3D,Fueling - Injector Ratio
PI Ratio ECT Compensation,1161f4,e0c8c,3,16,3D,3D,Fueling - Injector Ratio
PI Ratio ECT Unknown,114dd0,e0814,16,,2D,2D,Fueling - Injector Ratio
ECT Unknown,1140ae,e03c4,16,,2D,2D,Fueling - Injector Ratio
ECT Unknown B,10bf70,de8ec,2,,2D,2D,Fueling - Injector Ratio
Primary Open Loop Fueling Additive A,1168c8,e0db0,23,13,3D,3D,Fueling - Primary Open Loop
Primary Open Loop Fueling Additive B,116a84,e0dcc,23,13,3D,3D,Fueling - Primary Open Loop
GDI Pressure Multiplier B,117760,e106c,10,10,3D,3D,Fueling - GDI
Input A Rising Load Activation ECT Load 1,117fec,e12b0,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 2,11804c,e12cc,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 3,1180ac,e12e8,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 4,118118,e1304,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 5,118184,e1320,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 6,1181e4,e133c,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 7,118244,e1358,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 8,1182a4,e1374,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 9,118310,e1390,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 10,118370,e13ac,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 11,1183dc,e13c8,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 12,11843c,e13e4,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 13,1184a8,e1400,3,16,3D,3D,Fueling - Transient
Input A Rising Load Activation ECT Load 14,118508,e141c,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown B,118cac,e15c0,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown C,11397c,e006c,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown D,113982,e0080,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown E,113988,e0094,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown F,11398e,e00a8,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown G,1139b4,e00bc,8,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown H,1139e4,e00d0,8,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown I,113a14,e00e4,8,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown J,113a44,e00f8,8,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown K,112a72,df750,16,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown L,118830,e14c4,3,13,3D,3D,Fueling - Transient
CL Fueling Transient Unknown M,1187ac,e14a8,3,13,3D,3D,Fueling - Transient
CL Fueling Transient Unknown N,118668,e1454,8,8,3D,3D,Fueling - Transient
CL Fueling Transient Unknown O,11874c,e148c,3,7,3D,3D,Fueling - Transient
CL Fueling Transient Unknown P,112a34,df728,10,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown S,11393a,e001c,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown V,112a68,df73c,10,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown W,113934,e0008,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown ZA,113946,e0044,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown ZD,113940,e0030,3,,2D,2D,Fueling - Transient
CL Fueling Transient Unknown ZH,118d58,e15d4,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown ZI,118e04,e15f0,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown ZJ,118eb0,e160c,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown ZK,118f5c,e1628,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown ZL,116270,e0ca8,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown ZM,119008,e1644,3,16,3D,3D,Fueling - Transient
CL Fueling Transient Unknown ZN,1190b4,e1660,3,16,3D,3D,Fueling - Transient
TPS Related Fuel Adder Activation Min Load,11b404,e1968,7,7,3D,3D,Miscellaneous - Other
TPS Related Fuel Adder Activation Min Load B,11b4a0,e1984,7,7,3D,3D,Miscellaneous - Other
GDI Flow Rate,11c088,e1bb4,14,6,3D,3D,Fueling - GDI
Ignition Timing Post Start,11cb6e,e1c18,16,,2D,2D,Ignition Timing - Advance
Minimum Timing,11cba0,e1c2c,8,,2D,2D,Ignition Timing - Advance
Ignition Timing Compensation MAP Delta (Clutch Depressed),11cc68,e1cb8,9,,2D,2D,Ignition Timing - Compensation
AFR Sensor Atmospheric Pressure Compensation,11d3d8,e21c4,4,,2D,2D,Fueling - O2 Sensor #1
Minimum CFP Delta for Transient Retard,11df0c,e2538,8,,2D,2D,Ignition Timing - Transient
Ignition Timing Compensation Idle Target Out of Error Range A,11ea38,e2750,2,10,3D,3D,Ignition Timing - Compensation
Ignition Timing Compensation Idle Target In Error Range A,11ea70,e276c,9,9,3D,3D,Ignition Timing - Compensation
Ignition Timing Compensation Idle Target Load Change A,11eacc,e2788,2,9,3D,3D,Ignition Timing - Compensation
Ignition Timing Compensation Idle Target In Error Range B,11eb2c,e27a4,9,10,3D,3D,Ignition Timing - Compensation
Ignition Timing Compensation Idle Target Load Change B,11ebb4,e27c0,2,9,3D,3D,Ignition Timing - Compensation
Transient Ignition Retard ECT Threshhold,11c5bc,11c5bc,1,,2D,synth2D,Ignition Timing - Transient
Transient Ignition Retard RPM Threshhold,11c5c0,11c5c0,1,,2D,synth2D,Ignition Timing - Transient
Transient Ignition Retard TPS Angle Threshhold,11c5c4,11c5c4,1,,2D,synth2D,Ignition Timing - Transient
Transient Ignition Retard Engine Load Threshhold,11c5c8,11c5c8,1,,2D,synth2D,Ignition Timing - Transient
Transient Ignition Retard,11ef28,e28d8,24,8,3D,3D,Ignition Timing - Transient
Transient Ignition Retard Temperature Compensation,11ee38,e28bc,7,16,3D,3D,Ignition Timing - Transient
Desired Overrun Mass Airflow A,12233c,e3550,16,21,3D,3D,Mass Airflow / Engine Load
Desired Overrun Mass Airflow C,1225ec,e356c,2,2,3D,3D,Mass Airflow / Engine Load
Desired Overrun Mass Airflow B,122688,e3588,16,21,3D,3D,Mass Airflow / Engine Load
Intake Cam Advance Angle Normal AVCS,12ab0c,e4a74,27,16,3D,3D,Variable Valve Timing (AVCS)
Intake Cam Advance Angle Safe AVCS,12a8b0,e4a58,27,16,3D,3D,Variable Valve Timing (AVCS)
Intake Cam Advance Angle Base AVCS,12ad4c,e4a90,24,12,3D,3D,Variable Valve Timing (AVCS)
Exhaust Cam Retard Angle Normal AVCS,12b38c,e4b54,27,16,3D,3D,Variable Valve Timing (AVCS)
Exhaust Cam Retard Angle Safe AVCS,12af80,e4b38,27,16,3D,3D,Variable Valve Timing (AVCS)
Exhaust Cam Retard Angle Base AVCS,12a6bc,e4a04,24,12,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction A,12bad4,e4c50,10,9,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction B,12bbd4,e4c6c,10,9,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction C,12bcd4,e4c88,10,9,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction D,12bdd4,e4ca4,10,9,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction E,12be98,e4cc0,2,2,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction F,12beb0,e4cdc,2,2,3D,3D,Variable Valve Timing (AVCS)
Intake Duty Correction AC Adjust A,129a7c,e46e8,16,,2D,2D,Variable Valve Timing (AVCS)
Intake Duty Correction AC Adjust B,129a2c,e46d4,16,,2D,2D,Variable Valve Timing (AVCS)
Intake Duty Correction BD Adjust A,129b1c,e4710,16,,2D,2D,Variable Valve Timing (AVCS)
Intake Duty Correction BD Adjust B,129acc,e46fc,16,,2D,2D,Variable Valve Timing (AVCS)
Intake Duty Correction EF Adjust,129b6c,e4724,16,,2D,2D,Variable Valve Timing (AVCS)
Intake Duty Correction E Adjust,129b84,e4738,2,,2D,2D,Variable Valve Timing (AVCS)
Intake Duty Correction F Adjust,129b90,e474c,2,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction A,12bfbc,e4d4c,11,9,3D,3D,Variable Valve Timing (AVCS)
Exhaust Duty Correction B,12c0d4,e4d68,11,9,3D,3D,Variable Valve Timing (AVCS)
Exhaust Duty Correction C,12c1ec,e4d84,11,9,3D,3D,Variable Valve Timing (AVCS)
Exhaust Duty Correction D,12c304,e4da0,11,9,3D,3D,Variable Valve Timing (AVCS)
Exhaust Duty Correction E,12bf4c,e4d14,2,2,3D,3D,Variable Valve Timing (AVCS)
Exhaust Duty Correction F,12bf64,e4d30,2,2,3D,3D,Variable Valve Timing (AVCS)
Exhaust Duty Correction AC Adjust A,129c24,e4774,16,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction AC Adjust B,129bd4,e4760,16,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction BD Adjust A,129cc4,e479c,16,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction BD Adjust B,129c74,e4788,16,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction EF Adjust,129d14,e47b0,16,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction E Adjust,129d2c,e47c4,2,,2D,2D,Variable Valve Timing (AVCS)
Exhaust Duty Correction F Adjust,129d38,e47d8,2,,2D,2D,Variable Valve Timing (AVCS)
AVCS Unknown ECT A1,12b788,e4bc4,21,16,3D,3D,Variable Valve Timing (AVCS)
AVCS Unknown ECT A2,12a174,e4968,2,2,2D,2D,Variable Valve Timing (AVCS)
AVCS Intake Unknown Adj H,129610,129610,4,,2D,synth2D,Variable Valve Timing (AVCS)
Minimum Port Injection Quantity,1118a4,1118a4,1,,2D,synth2D,Fueling - Port Injectors
Fuel Injection Ratio ECT Threshold A,1118d4,1118d4,2,,2D,synth2D,Fueling - Injector Ratio
Fuel Injection Ratio ECT Threshold B,1118e4,1118e4,2,,2D,synth2D,Fueling - Injector Ratio
Low Pulse Width Fuel Injector Compensation,112f20,dfa4c,8,,2D,2D,Fueling - Port Injectors
Low Pulse Width Fuel Injector Compensation Maximum RPM,111f78,111f78,1,,2D,synth2D,Fueling - Port Injectors
Low Pulse Width Fuel Injector Compensation Maximum IPW,111f7c,111f7c,1,,2D,synth2D,Fueling - Port Injectors
Overrun Fueling RPM Resume Threshold,114890,e0690,16,,2D,2D,Fueling - Overrun
Overrun Enrich RPM Delta Activation,111fa8,111fa8,1,,2D,synth2D,Fueling - Overrun
Overrun initial injector enrichment (pulsewidth),111fac,111fac,1,,2D,synth2D,Fueling - Overrun
Overrun Fueling Cut Counter RPM Threshold,112040,112040,5,,2D,synth2D,Fueling - Overrun
Hotstart Enrichment Decay Delay,111700,111700,1,,2D,synth2D,Fueling - Hotstart Enrichment
Hotstart Enrichment Decay Step,111ddc,111ddc,1,,2D,synth2D,Fueling - Hotstart Enrichment
Initial Hotstart Enrichment (High),111dc8,111dc8,1,,2D,synth2D,Fueling - Hotstart Enrichment
Hotstart High Enrichment Activation Threshold (Coolant Temperature),111db8,111db8,1,,2D,synth2D,Fueling - Hotstart Enrichment
Hotstart High Enrichment Activation Threshold (Intake Air Temperature),111dbc,111dbc,1,,2D,synth2D,Fueling - Hotstart Enrichment
Initial Hotstart Enrichment (Low),111dcc,111dcc,1,,2D,synth2D,Fueling - Hotstart Enrichment
Hotstart Low Enrichment Activation Threshold (Coolant Temperature),111dc0,111dc0,1,,2D,synth2D,Fueling - Hotstart Enrichment
Maximum Non-Idle Hotstart Enrichment (Post Delay),111de0,111de0,1,,2D,synth2D,Fueling - Hotstart Enrichment
Hotstart Minimum Enrichment Limit Runtime,111702,111702,1,,2D,synth2D,Fueling - Hotstart Enrichment
Hotstart Minimum Enrichment (During Delay and Runtime),111dd8,111dd8,1,,2D,synth2D,Fueling - Hotstart Enrichment
A/F #3 CL Target Compensation Limits,6a000,6a000,2,,2D,synth2D,Fueling - AF Correction / Learning
A/F #3 Correction Limits,6aaf0,6aaf0,2,,2D,synth2D,Fueling - AF Correction / Learning
U0155 fix for 2017-2019 USDM,cd12,,2,,Switch,Switch,Model Year Selection - Prevents U0155
